x_ProjectCode,x_BH_ID,x_Motherhole,x_HoleType,x_MaxDepth,x_DepthFrom,x_DepthTo,x_Date,x_Cr2O3_%,x_FeO_%,x_SiO2_%,x_MgO_%,x_Al2O3_%,x_CaO_%,x_P_%,x_Au_ICP_ppm,x_Pt_ICP_ppm,x_Pd_ICP_ppm,x_Rh_ICP_ppm,x_Ir_ICP_ppm,x_Ru_ICP_ppm,y_Level1,y_Level2
J1479,MD01,MD01,borehole,48.89,10.64,11.82,23. Okt 09,30.97,24.66,11.36,10.35,17.03,0.84,0.0,0.01,1.39,0.23,0.27,0.14,0.56,MG,4
J1923,MD019,MD019,borehole,229.2,70.6,70.85,19. Sep 13,34.26,27.05,9.9,7.6,14.2,2.22,0.0,0.01,2.72,0.15,0.23,0.18,0.57,MG,4
J1924,MD019,MD019,borehole,229.2,71.1,71.16,19. Sep 13,32.16,28.3,11.3,6.5,14.9,2.56,0.0,0.01,2.6,0.08,0.22,0.16,0.52,MG,4
J1925,MD019,MD019,borehole,229.2,72.34,72.4,19. Sep 13,24.75,23.33,20.6,8.2,13.8,4.73,0.0,0.01,2.25,0.14,0.21,0.13,0.44,MG,4
J1920,MD022,MD022,borehole,247.22,77.82,78.61,19. Sep 13,32.95,23.2,11.8,5.8,18.1,3.06,0.0,0.01,1.19,0.24,0.45,0.21,0.83,MG,4
J1479,MD03,MD03,borehole,25.3,18.41,19.54,23. Okt 09,30.55,24.78,11.38,9.58,17.21,2.22,0.0,0.01,1.27,0.35,0.38,0.18,0.72,MG,4
J1480,MD03,MD03,borehole,25.3,19.67,19.89,23. Okt 09,34.34,26.68,7.37,9.3,17.75,1.73,0.0,0.01,2.53,0.23,0.27,0.16,0.6,MG,4
J1478,MD12,MD12,borehole,60.16,53.61,53.88,13. Jan 10,1.86,6.23,56.98,22.45,8.01,5.2,0.1,0.01,2.0,0.2,0.21,0.12,0.48,MG,4
J1475,MD14,MD14,borehole,56.42,51.07,51.28,17. Sep 13,28.82,22.46,17.52,10.04,13.45,3.37,0.0,0.01,2.91,0.09,0.18,0.14,0.4,MG,4
J1483,MD15,MD15,borehole,45.88,11.87,13.14,17. Sep 13,32.96,23.63,13.99,9.8,15.1,2.16,0.0,0.01,1.07,0.12,0.19,0.13,0.63,MG,4
J1525,MD17,MD17,borehole,645.33,315.23,316.0,17. Sep 13,35.4,37.66,6.11,6.82,12.05,0.56,0.0,0.01,2.62,0.15,0.28,0.2,0.56,MG,4
J1524,MD17,MD17,borehole,645.33,314.71,314.98,17. Sep 13,38.31,31.67,4.13,7.48,15.78,0.4,0.0,0.01,2.4,0.17,0.3,0.16,0.54,MG,4
J1495,MD18,MD18,borehole,524.83,355.75,356.26,17. Sep 13,14.71,17.27,35.39,17.85,10.75,2.9,0.0,0.01,1.05,0.27,0.31,0.07,0.28,MG,4
J1496,MD18,MD18,borehole,524.83,356.5,356.79,17. Sep 13,40.22,26.12,5.33,9.98,17.44,0.89,0.0,0.01,2.19,0.41,0.44,0.23,0.81,MG,4
J1483,RD16,RD16,borehole,50.32,15.9,16.25,13. Jan 10,36.9,25.73,8.02,8.76,16.18,1.58,0.04,0.01,1.98,0.12,0.18,0.11,0.35,MG,4
J1482,RD16,RD16,borehole,50.32,14.13,15.66,13. Jan 10,33.26,23.32,15.08,9.86,16.59,1.71,0.04,0.01,1.71,0.21,0.28,0.11,0.59,MG,4
J1479,S100C,S100C,borehole,143.03,23.76,24.95,17. Sep 13,31.79,23.62,12.98,9.66,18.23,2.57,0.0,0.01,1.33,0.28,0.4,0.18,0.69,MG,4
J1114,SC05,SC05,borehole,486.04,169.32,170.4,15. Jan 09,34.05,22.9,9.6,9.93,17.66,1.41,0.0,0.01,1.23,0.25,0.29,0.1,0.56,MG,4
J1113,SC05,SC05,borehole,486.04,167.39,167.95,15. Jan 09,36.14,23.95,10.82,10.13,15.26,1.37,0.0,0.01,0.55,0.18,0.2,0.05,0.34,MG,4
J1115,SC05,SC05,borehole,486.04,168.11,168.34,15. Jan 09,37.27,26.71,7.64,8.65,15.6,0.84,0.0,0.01,0.28,0.11,0.1,0.04,0.26,MG,4
J1120,SC06,SC06,borehole,639.35,177.4,178.14,23. Dez 08,36.36,23.57,8.42,9.88,16.85,1.47,0.0,0.01,0.69,0.2,0.26,0.1,0.8,MG,4
J1121,SC06,SC06,borehole,639.35,178.19,178.3,23. Dez 08,34.5,23.54,9.96,9.89,16.95,1.66,0.0,0.01,1.85,0.49,0.58,0.14,0.73,MG,4
J1113,SC07,SC07,borehole,593.73,147.2,148.38,01. Jul 08,32.35,22.58,12.95,9.4,17.48,3.06,0.0,0.01,1.28,0.18,0.4,0.19,0.64,MG,4
J1117,SC08,SC08,borehole,645.05,179.4,179.57,23. Dez 08,25.33,19.03,21.66,12.28,15.86,2.22,0.0,0.01,0.32,0.12,0.09,0.06,0.18,MG,4
J1118,SC08,SC08,borehole,645.05,179.57,180.81,23. Dez 08,33.28,22.45,11.41,9.48,17.98,1.65,0.0,0.01,1.29,0.24,0.34,0.13,0.41,MG,4
J1115,SC09,SC09,borehole,648.7,180.0,181.15,23. Dez 08,36.14,23.65,9.97,9.81,16.75,1.95,0.0,0.01,1.48,0.3,0.41,0.18,0.62,MG,4
J1118,SC12,SC12,borehole,628.5,170.38,171.61,23. Dez 08,33.74,22.63,11.04,9.14,17.45,2.45,0.0,0.01,1.47,0.3,0.44,0.16,0.57,MG,4
J1116,SC13,SC13,borehole,666.04,188.94,189.14,23. Dez 08,37.84,24.52,7.17,9.73,16.4,1.11,0.0,0.01,1.01,0.38,0.39,0.35,1.2,MG,4
J1115,SC13,SC13,borehole,666.04,187.92,188.71,23. Dez 08,29.84,20.62,16.97,10.54,15.93,2.08,0.0,0.01,0.52,0.12,0.15,0.1,0.37,MG,4
J1117,SC13,SC13,borehole,666.04,189.32,189.68,23. Dez 08,36.01,24.39,7.96,9.65,17.85,0.83,0.0,0.01,2.45,0.39,0.45,0.16,0.6,MG,4
J1118,SC13,SC13,borehole,666.04,187.43,187.62,23. Feb 09,18.99,16.36,31.13,14.23,13.5,3.55,0.0,0.01,0.25,0.12,0.07,0.07,0.19,MG,4
J1110,SC14,SC14,borehole,566.8,112.61,113.77,04. Aug 08,36.84,24.36,7.15,9.46,17.51,1.96,0.0,0.01,1.77,0.28,0.34,0.19,0.69,MG,4
J1123,SC15,SC15,borehole,560.65,87.18,87.54,03. Sep 13,,,,,,,,0.01,0.92,0.21,0.28,0.22,0.73,MG,4
J1114,SC15,SC15,borehole,560.65,87.18,87.54,23. Dez 08,38.55,25.78,5.64,10.33,16.38,0.93,0.0,0.01,0.92,0.21,0.28,0.22,0.73,MG,4
J1122,SC16,SC16,borehole,571.35,107.98,109.19,01. Jul 08,36.41,24.19,7.69,9.65,17.42,1.85,0.0,0.01,1.62,0.28,0.38,0.18,0.79,MG,4
J1126,SC18,SC18,borehole,566.18,90.13,90.59,03. Sep 13,,,,,,,,0.01,0.82,0.19,0.27,0.2,0.91,MG,4
J1117,SC18,SC18,borehole,566.18,90.13,91.22,23. Dez 08,34.21,24.04,10.21,9.78,18.78,1.42,0.0,0.01,2.12,0.37,0.44,0.14,0.64,MG,4
J1120,SC19,SC19,borehole,578.94,107.66,108.21,23. Dez 08,37.13,24.11,7.35,9.88,17.13,1.32,0.0,0.01,0.81,0.2,0.27,0.2,0.8,MG,4
J1121,SC19,SC19,borehole,578.94,108.26,109.06,23. Dez 08,30.98,21.78,13.96,10.51,17.24,2.51,0.0,0.01,2.0,0.29,0.36,0.1,0.4,MG,4
J1120,SC26,SC26,borehole,559.27,87.33,88.64,07. Feb 09,33.86,22.83,11.12,10.36,17.88,2.91,0.0,0.01,0.73,0.17,0.23,0.17,0.68,MG,4
J1122,SC26,SC26,borehole,559.27,84.05,85.32,07. Feb 09,35.48,23.23,11.42,9.53,15.81,2.34,0.0,0.01,0.74,0.22,0.21,0.09,0.41,MG,4
J1098,SC28,SC28,borehole,159.02,74.91,76.35,15. Jan 09,30.63,22.05,11.52,9.75,17.24,0.64,0.0,0.01,1.36,0.28,0.3,0.16,0.59,MG,4
J1119,SC28A,SC28A,borehole,575.34,77.42,78.62,23. Jan 09,32.77,23.5,10.52,9.89,18.44,1.96,0.0,0.01,1.5,0.29,0.35,0.17,0.58,MG,4
J1126,SC33,SC33,borehole,520.4,75.82,76.05,19. Sep 13,,,,,,,,0.01,1.53,0.1,0.19,0.15,0.37,MG,4
J1112,SC33,SC33,borehole,520.4,66.12,67.25,17. Feb 09,32.96,22.69,13.73,9.67,15.24,2.33,0.0,0.01,0.48,0.18,0.16,0.06,0.37,MG,4
J1113,SC33,SC33,borehole,520.4,69.13,69.28,17. Feb 09,25.07,19.29,22.69,13.84,12.68,1.87,0.0,0.01,0.32,0.14,0.13,0.07,0.25,MG,4
J1114,SC33,SC33,borehole,520.4,69.28,69.81,17. Feb 09,34.75,23.1,9.86,9.55,17.47,1.06,0.0,0.01,1.5,0.29,0.35,0.15,0.62,MG,4
J1115,SC33,SC33,borehole,520.4,69.81,70.35,17. Feb 09,33.34,22.6,11.1,9.74,17.48,1.22,0.0,0.01,1.5,0.29,0.35,0.15,0.62,MG,4
J1116,SC33,SC33,borehole,520.4,75.82,76.05,17. Feb 09,29.49,21.05,14.34,9.55,18.62,2.13,0.0,0.01,1.53,0.1,0.19,0.15,0.37,MG,4
J1119,SC38,SC38,borehole,467.39,36.33,38.02,23. Jan 09,38.76,25.11,7.47,9.59,15.64,1.3,0.0,0.01,1.33,0.63,0.35,0.14,0.52,MG,4
J1118,SC38,SC38,borehole,467.39,8.71,8.84,23. Jan 09,30.79,21.79,12.9,9.28,19.19,2.41,0.0,0.01,1.92,0.11,0.21,0.17,0.4,MG,4
J1119,SC39,SC39,borehole,581.08,106.44,107.57,01. Jul 08,34.01,22.72,10.24,10.17,18.54,2.02,0.0,0.01,1.37,0.26,0.33,0.17,0.7,MG,4
J1121,SC40,SC40,borehole,564.8,106.05,107.41,23. Dez 08,33.25,22.89,10.88,9.59,17.62,1.97,0.0,0.01,1.5,0.23,0.31,0.16,0.62,MG,4
J1123,SC40,SC40,borehole,564.8,102.98,104.07,23. Jan 09,34.51,23.23,12.0,9.84,16.0,1.88,0.0,0.01,0.48,0.17,0.15,0.07,0.39,MG,4
J1120,SC41,SC41,borehole,642.04,174.32,175.53,07. Feb 09,32.12,21.81,14.16,8.81,16.4,2.56,0.0,0.01,0.51,0.16,0.16,0.07,0.39,MG,4
J1121,SC41,SC41,borehole,642.04,177.33,178.61,07. Feb 09,29.13,20.44,18.09,12.54,13.2,1.67,0.0,0.01,1.28,0.23,0.31,0.16,0.62,MG,4
J1132,SC42,SC42,borehole,577.5,111.62,112.2,07. Feb 09,36.4,24.89,7.78,9.89,18.09,1.06,0.0,0.01,0.78,0.22,0.31,0.22,1.02,MG,4
J1131,SC42,SC42,borehole,577.5,112.25,112.85,07. Feb 09,35.99,24.1,9.49,9.56,17.67,1.25,0.0,0.01,2.44,0.46,0.59,0.17,0.82,MG,4
J1139,SC43,SC43,borehole,652.65,192.37,192.59,07. Feb 09,29.66,22.17,15.76,9.51,17.41,2.11,0.0,0.01,0.41,0.12,0.11,0.09,0.45,MG,4
J1140,SC43,SC43,borehole,652.65,192.25,192.37,07. Feb 09,21.48,17.78,26.77,13.62,15.51,2.89,0.0,0.01,0.26,0.09,0.06,0.05,0.24,MG,4
J1137,SC43,SC43,borehole,652.65,193.28,193.84,07. Feb 09,41.61,28.26,2.9,9.59,14.45,0.14,0.0,0.01,1.59,0.32,0.4,0.21,0.9,MG,4
J1138,SC43,SC43,borehole,652.65,192.81,193.28,07. Feb 09,31.36,22.65,14.57,9.49,17.13,1.9,0.0,0.01,1.59,0.32,0.4,0.21,0.9,MG,4
J1124,SC45,SC45,borehole,652.0,168.09,169.44,07. Feb 09,34.89,23.57,8.98,9.93,17.49,1.89,0.0,0.01,1.51,0.27,0.31,0.15,0.58,MG,4
J1120,SC48,SC48,borehole,505.0,58.68,59.98,07. Feb 09,35.7,23.27,9.58,9.42,17.76,2.05,0.0,0.01,1.36,0.28,0.29,0.15,0.62,MG,4
J1121,SC48,SC48,borehole,505.0,55.6,56.89,07. Feb 09,29.3,20.82,17.21,8.75,17.16,3.29,0.01,0.01,0.43,0.19,0.13,0.06,0.32,MG,4
J1124,SC51,SC51,borehole,654.74,169.11,169.48,19. Sep 13,,,,,,,,0.01,0.29,0.12,0.11,0.05,0.3,MG,4
J1116,SC51,SC51,borehole,654.74,171.55,173.0,23. Jan 09,32.24,24.77,12.21,9.58,17.75,2.28,0.0,0.01,1.29,0.2,0.3,0.16,0.64,MG,4
J1114,SC51,SC51,borehole,654.74,168.22,169.48,23. Jan 09,33.35,24.21,10.77,10.27,16.0,1.63,0.0,0.01,0.48,0.19,0.17,0.07,0.4,MG,4
J1140,SC53,SC53,borehole,645.0,172.86,172.9,20. Sep 13,,,,,,,,0.01,2.47,0.22,0.24,0.14,0.45,MG,4
J1128,SC53,SC53,borehole,645.0,170.19,170.9,07. Feb 09,37.5,23.95,8.38,10.5,15.58,0.99,0.0,0.01,0.86,0.23,0.27,0.18,0.72,MG,4
J1129,SC53,SC53,borehole,645.0,172.3,172.82,07. Feb 09,35.96,23.7,7.98,9.69,17.84,0.4,0.0,0.01,2.33,0.32,0.4,0.15,0.56,MG,4
J1127,SC53,SC53,borehole,645.0,170.03,170.19,07. Feb 09,27.26,20.38,21.81,13.94,12.38,1.02,0.0,0.01,0.31,0.07,0.12,0.06,0.24,MG,4
J1126,SC53,SC53,borehole,645.0,167.02,168.04,07. Feb 09,32.38,22.18,14.19,9.81,16.32,0.93,0.0,0.01,0.51,0.2,0.16,0.07,0.37,MG,4
J1120,SC54,SC54,borehole,525.8,79.72,80.62,20. Sep 13,,,,,,,,0.01,0.51,0.17,0.16,0.06,0.33,MG,4
J1115,SC54,SC54,borehole,525.8,82.86,84.04,23. Jan 09,34.83,24.04,10.17,10.19,17.45,1.89,0.0,0.01,1.45,0.25,0.32,0.15,0.57,MG,4
J1114,SC54,SC54,borehole,525.8,79.72,80.95,23. Jan 09,30.91,22.14,15.56,10.0,15.88,2.46,0.0,0.01,0.46,0.16,0.15,0.06,0.31,MG,4
J1127,SC55,SC55,borehole,532.4,89.45,90.54,23. Jan 09,34.37,24.13,10.08,10.36,17.12,1.71,0.0,0.01,1.37,0.28,0.33,0.17,0.65,MG,4
J1126,SC55,SC55,borehole,532.4,86.38,86.83,23. Jan 09,32.33,24.11,12.89,9.29,14.59,1.93,0.0,0.01,0.57,0.19,0.17,0.07,0.37,MG,4
J1116,SC56,SC56,borehole,550.65,107.33,108.35,23. Jan 09,34.78,24.38,9.65,9.89,17.89,1.22,0.0,0.01,1.43,0.25,0.33,0.15,0.6,MG,4
J1117,SC56,SC56,borehole,550.65,109.25,109.34,23. Jan 09,34.19,24.43,9.74,10.23,18.0,1.79,0.0,0.01,1.16,0.23,0.34,0.21,1.06,MG,4
J1115,SC56,SC56,borehole,550.65,104.38,105.53,23. Jan 09,33.67,23.23,13.63,9.42,16.18,1.49,0.0,0.01,0.45,0.17,0.16,0.07,0.36,MG,4
J1129,SC57,SC57,borehole,556.75,86.22,87.99,07. Feb 09,33.23,22.81,10.02,10.37,17.69,2.21,0.0,0.01,1.31,0.24,0.33,0.17,0.68,MG,4
J1127,SC57,SC57,borehole,556.75,86.12,86.22,07. Feb 09,26.41,19.58,21.32,13.55,14.71,2.05,0.0,0.01,0.37,0.12,0.14,0.07,0.31,MG,4
J1128,SC57,SC57,borehole,556.75,83.26,84.29,07. Feb 09,35.44,23.55,11.2,10.4,16.04,2.13,0.0,0.01,0.45,0.19,0.16,0.06,0.34,MG,4
J1119,SC58,SC58,borehole,619.75,171.95,173.12,17. Feb 09,35.34,23.32,9.65,9.47,17.49,1.67,0.0,0.02,1.39,0.24,0.33,0.17,0.64,MG,4
J1120,SC58,SC58,borehole,619.75,179.32,179.48,17. Feb 09,31.91,22.38,12.46,9.57,18.6,2.33,0.0,0.01,1.63,0.14,0.22,0.18,0.41,MG,4
J1118,SC58,SC58,borehole,619.75,168.95,170.04,17. Feb 09,35.08,23.32,12.55,10.18,15.37,1.93,0.0,0.01,0.49,0.19,0.17,0.07,0.39,MG,4
J1113,SC61,SC61,borehole,331.75,56.15,57.24,23. Jan 09,32.42,22.86,15.38,10.01,15.26,2.03,0.0,0.01,0.56,0.19,0.19,0.07,0.38,MG,4
J1110,SC61,SC61,borehole,331.75,66.31,66.52,23. Jan 09,30.99,22.01,13.26,9.0,18.75,2.45,0.0,0.01,1.56,0.18,0.21,0.17,0.39,MG,4
J1111,SC61,SC61,borehole,331.75,59.99,60.54,23. Jan 09,35.41,20.96,8.1,7.56,15.24,1.1,0.0,0.01,1.55,0.34,0.39,0.18,0.72,MG,4
J1119,SC63,SC63,borehole,333.75,56.79,58.19,17. Sep 13,35.23,25.48,9.47,9.64,17.28,1.79,0.0,0.01,1.27,0.3,0.38,0.19,0.68,MG,4
J1106,SC63,SC63,borehole,333.75,53.58,54.91,23. Jan 09,32.94,22.64,13.66,10.41,15.6,1.49,0.0,0.01,0.54,0.21,0.18,0.08,0.38,MG,4
J1131,SC66,SC66,borehole,622.75,140.58,140.74,31. Jan 09,21.76,18.21,25.54,14.76,13.88,2.07,0.0,0.01,0.27,0.09,0.09,0.05,0.21,MG,4
J1128,SC66,SC66,borehole,622.75,149.13,149.37,31. Jan 09,31.42,22.59,12.38,9.34,18.14,2.38,0.0,0.01,1.22,0.15,0.22,0.18,0.41,MG,4
J1129,SC66,SC66,borehole,622.75,137.29,138.25,31. Jan 09,30.17,21.91,15.7,8.87,16.98,2.74,0.0,0.01,0.5,0.19,0.16,0.06,0.36,MG,4
J1133,SC66,SC66,borehole,622.75,144.56,144.64,31. Jan 09,26.25,19.02,19.86,7.74,19.45,4.45,0.0,0.01,1.61,0.17,0.17,0.11,0.31,MG,4
J1134,SC66,SC66,borehole,622.75,148.53,148.68,31. Jan 09,31.88,23.43,14.32,11.41,18.89,1.74,0.0,0.01,1.5,0.16,0.2,0.16,0.35,MG,4
J1132,SC66,SC66,borehole,622.75,140.76,141.9,31. Jan 09,33.84,23.36,10.42,9.96,17.24,1.51,0.0,0.01,1.49,0.28,0.33,0.16,0.68,MG,4
J1130,SC66,SC66,borehole,622.75,138.33,138.63,31. Jan 09,29.23,21.65,17.46,10.6,15.66,2.25,0.0,0.01,0.28,0.1,0.1,0.05,0.29,MG,4
J1118,SC67,SC67,borehole,508.75,35.31,35.92,31. Jan 09,34.48,23.49,9.57,9.76,17.51,1.4,0.0,0.01,2.33,0.33,0.4,0.14,0.53,MG,4
J1116,SC67,SC67,borehole,508.75,32.4,32.67,31. Jan 09,36.32,24.94,8.63,9.95,16.09,1.21,0.0,0.01,0.31,0.12,0.11,0.05,0.32,MG,4
J1121,SC67,SC67,borehole,508.75,42.28,42.4,23. Feb 09,31.89,22.89,11.69,10.0,19.1,2.37,0.0,0.01,1.83,0.16,0.22,0.16,0.45,MG,4
J1115,SC67,SC67,borehole,508.75,31.63,32.37,31. Jan 09,35.64,24.24,9.96,9.44,15.4,1.06,0.0,0.01,0.66,0.25,0.2,0.07,0.42,MG,4
J1117,SC67,SC67,borehole,508.75,34.54,35.23,31. Jan 09,24.26,19.03,22.45,14.74,13.26,1.77,0.0,0.01,0.83,0.2,0.26,0.15,0.66,MG,4
J1119,SC67,SC67,borehole,508.75,38.59,38.63,31. Jan 09,29.63,20.99,15.78,9.5,18.05,3.19,0.0,0.01,1.68,0.18,0.23,0.12,0.44,MG,4
J1134,SC68,SC68,borehole,588.2,126.06,126.89,20. Sep 13,,,,,,,,0.01,0.61,0.24,0.2,0.09,0.46,MG,4
J1126,SC68,SC68,borehole,588.2,131.23,131.29,31. Jan 09,31.05,22.45,13.92,10.38,18.02,2.64,0.0,0.01,1.31,0.1,0.16,0.07,0.26,MG,4
J1127,SC68,SC68,borehole,588.2,131.75,131.8,31. Jan 09,30.23,22.16,14.68,10.5,17.99,2.88,0.0,0.01,1.04,0.17,0.16,0.06,0.32,MG,4
J1125,SC68,SC68,borehole,588.2,136.59,136.71,31. Jan 09,31.66,26.83,11.84,9.44,17.85,1.69,0.0,0.01,1.63,0.15,0.16,0.15,0.36,MG,4
J1124,SC68,SC68,borehole,588.2,129.33,130.53,31. Jan 09,48.75,18.11,4.19,14.45,17.03,0.23,0.0,0.01,1.52,0.31,0.37,0.19,0.7,MG,4
J1123,SC68,SC68,borehole,588.2,126.06,127.25,31. Jan 09,35.5,23.78,12.0,9.86,15.12,1.61,0.0,0.01,0.54,0.22,0.18,0.09,0.44,MG,4
J1108,SC69,SC69,borehole,325.46,44.6,45.12,31. Jan 09,33.92,22.85,11.05,10.29,16.9,1.63,0.0,0.01,2.05,0.42,0.42,0.16,0.56,MG,4
J1106,SC69,SC69,borehole,325.46,41.14,42.12,31. Jan 09,34.02,23.09,12.43,11.46,14.84,1.59,0.0,0.01,0.44,0.19,0.16,0.07,0.37,MG,4
J1109,SC69,SC69,borehole,325.46,51.53,51.63,31. Jan 09,32.23,22.46,11.53,9.77,18.08,2.0,0.0,0.01,1.84,0.19,0.21,0.19,0.47,MG,4
J1107,SC69,SC69,borehole,325.46,43.74,44.53,31. Jan 09,25.71,20.04,22.64,15.67,12.81,2.06,0.0,0.01,0.81,0.19,0.28,0.23,0.89,MG,4
J1123,SC71,SC71,borehole,334.75,39.67,39.71,23. Jan 09,34.63,24.93,12.71,9.79,13.59,1.39,0.0,0.01,0.99,0.35,0.33,0.1,0.41,MG,4
J1121,SC71,SC71,borehole,334.75,39.8,40.6,23. Jan 09,35.63,23.85,10.68,9.27,15.83,1.6,0.0,0.01,0.56,0.22,0.2,0.09,0.42,MG,4
J1124,SC71,SC71,borehole,334.75,43.47,44.12,23. Jan 09,31.29,22.69,12.68,9.35,17.5,2.25,0.0,0.04,1.57,0.28,0.38,0.19,0.67,MG,4
J1125,SC71,SC71,borehole,334.75,42.8,43.43,23. Jan 09,32.69,23.12,11.18,9.73,18.36,1.86,0.0,0.04,1.57,0.28,0.38,0.19,0.67,MG,4
J1126,SC71,SC71,borehole,334.75,50.9,51.05,23. Jan 09,31.54,22.51,11.91,9.45,18.87,2.07,0.0,0.02,1.65,0.15,0.2,0.19,0.4,MG,4
J1480,ZK117,ZK117,borehole,33.98,4.73,5.48,17. Sep 13,36.18,25.24,8.48,7.91,15.37,1.91,0.0,0.01,1.52,0.15,0.22,0.16,0.62,MG,4
J1481,ZK118,ZK118,borehole,34.06,26.05,26.47,17. Sep 13,33.55,23.28,11.6,8.9,16.89,2.5,0.0,0.01,2.16,0.26,0.21,0.13,0.47,MG,4
J1478,ZK119,ZK119,borehole,34.04,22.43,23.14,17. Sep 13,33.13,23.02,12.35,9.29,16.93,2.47,0.0,0.01,0.97,0.23,0.35,0.25,0.71,MG,4
J1479,ZK119,ZK119,borehole,34.04,23.45,23.75,17. Sep 13,33.79,24.15,10.6,8.99,16.66,2.25,0.0,0.01,2.21,0.18,0.22,0.14,0.44,MG,4
J1477,ZK120,ZK120,borehole,31.33,19.09,19.48,17. Sep 13,32.37,23.7,12.37,9.67,17.38,2.29,0.0,0.01,2.01,0.21,0.21,0.13,0.4,MG,4
J1479,ZK121,ZK121,borehole,30.0,23.04,23.32,17. Sep 13,36.7,21.63,11.37,10.84,16.88,1.78,0.0,0.01,0.89,0.15,0.21,0.22,1.07,MG,4
J1480,ZK121,ZK121,borehole,30.0,23.43,25.39,17. Sep 13,31.93,20.92,13.31,11.81,16.33,2.81,0.0,0.01,2.0,0.18,0.2,0.15,0.58,MG,4
J1480,ZK124,ZK124,borehole,22.48,14.81,15.05,17. Sep 13,34.8,24.78,9.6,8.72,17.15,2.67,0.0,0.01,1.92,0.16,0.22,0.16,0.69,MG,4
J1479,ZK124,ZK124,borehole,22.48,13.41,14.19,17. Sep 13,33.45,23.74,11.49,9.01,16.2,3.47,0.0,0.01,1.08,0.17,0.19,0.16,0.77,MG,4
J1480,ZK127,ZK127,borehole,22.48,14.57,14.68,17. Sep 13,30.1,21.36,5.61,6.75,14.35,10.2,0.0,0.01,1.09,0.08,0.13,0.09,0.36,MG,4
J1479,ZK127,ZK127,borehole,22.48,14.2,14.48,17. Sep 13,32.74,23.51,8.75,7.74,16.34,4.77,0.0,0.01,2.29,0.12,0.14,0.11,0.45,MG,4
J1483,ZK128,ZK128,borehole,48.53,13.21,13.58,17. Sep 13,30.63,23.02,11.79,7.6,15.96,4.37,0.0,0.01,1.76,0.14,0.23,0.12,0.47,MG,4
J1487,ZK131,ZK131,borehole,52.01,16.69,17.07,17. Sep 13,29.62,23.3,15.4,9.82,17.13,2.97,0.0,0.01,2.03,0.16,0.35,0.12,0.44,MG,4
J1930,ZK134,ZK134,borehole,284.54,90.88,91.41,19. Sep 13,29.71,23.27,15.3,10.3,16.1,3.25,0.0,0.01,0.43,0.17,0.27,0.07,0.37,MG,4
J1931,ZK134,ZK134,borehole,284.54,91.9,92.16,19. Sep 13,32.1,25.26,11.9,11.0,14.7,2.06,0.0,0.01,0.24,0.18,0.2,0.06,0.31,MG,4
J1932,ZK134,ZK134,borehole,284.54,93.88,94.35,19. Sep 13,34.34,24.36,9.2,10.3,17.4,1.66,0.0,0.01,0.8,0.2,0.43,0.19,0.72,MG,4
J1933,ZK134,ZK134,borehole,284.54,94.56,94.7,19. Sep 13,27.09,22.51,18.9,12.3,14.1,2.22,0.0,0.01,1.54,0.41,0.62,0.12,0.45,MG,4
J1934,ZK134,ZK134,borehole,284.54,94.77,94.86,19. Sep 13,25.06,21.83,19.4,12.6,15.4,2.37,0.0,0.01,1.16,0.39,0.52,0.1,0.42,MG,4
J1935,ZK134,ZK134,borehole,284.54,95.39,95.72,19. Sep 13,30.65,22.75,12.4,9.6,19.1,2.62,0.0,0.01,2.29,0.22,0.4,0.15,0.48,MG,4
J1933,ZK135,ZK135,borehole,265.99,82.93,84.35,19. Sep 13,32.42,23.74,12.4,10.4,15.8,1.95,0.0,0.01,0.46,0.12,0.22,0.07,0.34,MG,4
J1934,ZK135,ZK135,borehole,265.99,86.81,87.25,19. Sep 13,32.77,23.88,9.9,10.0,19.0,1.99,0.0,0.01,0.9,0.18,0.35,0.25,0.94,MG,4
J1935,ZK135,ZK135,borehole,265.99,87.32,87.56,19. Sep 13,27.15,21.11,16.7,10.2,19.9,3.16,0.0,0.01,1.73,0.59,0.59,0.15,0.53,MG,4
J1936,ZK135,ZK135,borehole,265.99,87.92,88.35,19. Sep 13,29.83,21.92,14.2,10.2,18.9,2.92,0.0,0.01,2.24,0.25,0.29,0.15,0.44,MG,4
J1937,ZK135,ZK135,borehole,265.99,89.92,90.98,19. Sep 13,19.38,37.85,9.8,7.7,9.4,5.67,1.57,0.01,0.57,0.06,0.14,0.06,0.23,MG,4
J1938,ZK135,ZK135,borehole,265.99,91.18,91.48,19. Sep 13,34.52,24.05,7.9,10.1,19.6,1.64,0.02,0.01,0.53,0.13,0.18,0.11,0.49,MG,4
J1939,ZK135,ZK135,borehole,265.99,91.56,91.89,19. Sep 13,36.98,23.26,8.4,9.6,17.9,1.53,0.0,0.01,0.54,0.12,0.2,0.12,0.52,MG,4
J1940,ZK135,ZK135,borehole,265.99,91.97,92.16,19. Sep 13,35.77,24.71,9.3,8.9,17.5,1.8,0.01,0.01,0.34,0.13,0.14,0.07,0.32,MG,4
J1941,ZK135,ZK135,borehole,265.99,93.92,94.36,19. Sep 13,36.64,23.46,6.6,10.4,19.1,1.53,0.0,0.01,0.58,0.14,0.22,0.15,0.55,MG,4
J1942,ZK135,ZK135,borehole,265.99,94.41,94.8,19. Sep 13,28.28,21.39,16.5,12.7,16.8,2.27,0.0,0.01,1.61,0.34,0.51,0.24,0.84,MG,4
